case,gender,deg,yrdeg,field,startyr,year,rank,salary
16064,M,PhD,61,Other,62,88,Full,6675.000
16065,M,PhD,61,Other,62,89,Full,7671.000
16066,M,PhD,61,Other,62,90,Full,8262.000
16067,M,PhD,61,Other,62,91,Full,9154.000
16068,M,PhD,61,Other,62,92,Full,9420.000
16069,M,PhD,61,Other,62,93,Full,9693.000
16070,M,PhD,61,Other,62,94,Full,9693.000
16071,M,PhD,61,Other,62,95,Full,10118.000
16072,M,PhD,64,Arts,90,90,Full,9002.000
16073,M,PhD,64,Arts,90,91,Full,9154.000
16074,M,PhD,64,Arts,90,92,Full,9420.000
16075,M,PhD,64,Arts,90,93,Full,9693.000
16076,M,PhD,64,Arts,90,94,Full,9693.000
16077,M,PhD,64,Arts,90,95,Full,9974.000
16078,M,PhD,69,Other,84,84,Full,6084.000
16079,M,PhD,69,Other,84,85,Full,6084.000
16080,M,PhD,69,Other,84,86,Full,6730.000
16081,M,PhD,69,Other,84,87,Full,7067.000
16082,M,PhD,69,Other,84,88,Full,7067.000
16083,M,PhD,69,Other,84,89,Full,7349.000
16084,M,PhD,69,Other,84,90,Full,7583.000
16085,M,PhD,69,Other,84,91,Full,7935.000
16086,M,PhD,69,Other,84,92,Full,8049.000
16087,M,PhD,69,Other,84,93,Full,8165.000
16088,M,PhD,69,Other,84,94,Full,8165.000
16089,M,PhD,69,Other,84,95,Full,8283.000
16090,M,PhD,86,Other,92,92,Assoc,4048.571
16091,M,PhD,86,Other,92,93,Assoc,4165.714
16092,M,PhD,86,Other,92,94,Assoc,4165.714
16093,M,PhD,86,Other,92,95,Assoc,4165.000
16094,M,PhD,74,Other,73,76,Assist,1609.000
16095,M,PhD,74,Other,73,77,Assist,1786.000
16096,M,PhD,74,Other,73,78,Assoc,1950.000
16097,M,PhD,74,Other,73,79,Assoc,2243.000
16098,M,PhD,74,Other,73,80,Assoc,2423.000
16099,M,PhD,74,Other,73,81,Assoc,2758.000
16100,M,PhD,74,Other,73,82,Assoc,2879.000
16101,M,PhD,74,Other,73,83,Assoc,3037.000
16102,M,PhD,74,Other,73,84,Assoc,3290.000
16103,M,PhD,74,Other,73,85,Assoc,3290.000
16104,M,PhD,74,Other,73,86,Assoc,3588.000
16105,M,PhD,74,Other,73,87,Assoc,3768.000
16106,M,PhD,74,Other,73,88,Assoc,3877.000
16107,M,PhD,74,Other,73,89,Assoc,4269.000
16108,M,PhD,74,Other,73,90,Assoc,4468.000
16109,M,PhD,74,Other,73,91,Assoc,4676.000
16110,M,PhD,74,Other,73,92,Full,5168.000
16111,M,PhD,74,Other,73,93,Full,5242.000
16112,M,PhD,74,Other,73,94,Full,5242.000
16113,M,PhD,74,Other,73,95,Full,5546.000
16114,F,PhD,85,Other,94,94,Assoc,5962.000
16115,F,PhD,85,Other,94,95,Assoc,5962.000
16116,F,PhD,87,Other,90,90,Assist,3986.000
16117,F,PhD,87,Other,90,91,Assist,4053.000
16118,F,PhD,87,Other,90,92,Assist,4231.000
16119,F,PhD,87,Other,90,93,Assist,4292.000
16120,F,PhD,87,Other,90,94,Assist,4292.000
16121,F,PhD,87,Other,90,95,Assist,4610.000
16122,M,PhD,73,Other,90,90,Full,6951.000
16123,M,PhD,73,Other,90,91,Full,7274.000
16124,M,PhD,73,Other,90,92,Full,7485.000
16125,M,PhD,73,Other,90,93,Full,7702.000
16126,M,PhD,73,Other,90,94,Full,7702.000
16127,M,PhD,73,Other,90,95,Full,7925.000
16128,M,PhD,70,Other,73,76,Assoc,1803.000
16129,M,PhD,70,Other,73,77,Assoc,2058.000
16130,M,PhD,70,Other,73,78,Assoc,2176.000
16131,M,PhD,70,Other,73,79,Assoc,2497.000
16132,M,PhD,70,Other,73,80,Assoc,2732.000
16133,M,PhD,70,Other,73,81,Full,3137.000
16134,M,PhD,70,Other,73,82,Full,3275.000
16135,M,PhD,70,Other,73,83,Full,3455.000
16136,M,PhD,70,Other,73,84,Full,3906.000
16137,M,PhD,70,Other,73,85,Full,3906.000
16138,M,PhD,70,Other,73,86,Full,4321.000
16139,M,PhD,70,Other,73,87,Full,4538.000
16140,M,PhD,70,Other,73,88,Full,4736.000
16141,M,PhD,70,Other,73,89,Full,5068.000
16142,M,PhD,70,Other,73,90,Full,5305.000
16143,M,PhD,70,Other,73,91,Full,5551.000
16144,M,PhD,70,Other,73,92,Full,5631.000
16145,M,PhD,70,Other,73,93,Full,5712.000
16146,M,PhD,70,Other,73,94,Full,5712.000
16147,M,PhD,70,Other,73,95,Full,5878.000
16148,M,PhD,65,Prof,74,76,Full,2895.000
16149,M,PhD,65,Prof,74,77,Full,3185.000
16150,M,PhD,65,Prof,74,78,Full,3343.000
16151,M,PhD,65,Prof,74,79,Full,3704.000
16152,M,PhD,65,Prof,74,80,Full,4034.000
16153,M,PhD,65,Prof,74,81,Full,4421.000
16154,M,PhD,65,Prof,74,82,Full,4931.000
16155,M,PhD,65,Prof,74,83,Full,5187.000
16156,M,PhD,65,Prof,74,84,Full,5664.000
16157,M,PhD,65,Prof,74,85,Full,5664.000
16158,M,PhD,65,Prof,74,86,Full,6540.000
16159,M,PhD,65,Prof,74,87,Full,9542.000
16160,M,PhD,65,Prof,74,88,Full,9542.000
16161,M,PhD,65,Prof,74,89,Full,10209.000
16162,M,PhD,65,Prof,74,90,Full,10686.000
16163,M,PhD,65,Prof,74,91,Full,11182.000
16164,M,PhD,65,Prof,74,92,Full,11507.000
16165,M,PhD,65,Prof,74,93,Full,11840.000
16166,M,PhD,65,Prof,74,94,Full,11840.000
16167,M,PhD,65,Prof,74,95,Full,12184.000
16168,M,PhD,67,Other,69,76,Assoc,2389.552
16169,M,PhD,67,Other,69,77,Full,2701.000
16170,M,PhD,67,Other,69,78,Full,2945.000
16171,M,PhD,67,Other,69,79,Full,3638.000
16172,M,PhD,67,Other,69,80,Full,4050.000
16173,M,PhD,67,Other,69,81,Full,4749.000
16174,M,PhD,67,Other,69,82,Full,5174.000
16175,M,PhD,67,Other,69,83,Full,5921.212
16176,M,PhD,67,Other,69,84,Full,6501.493
16177,M,PhD,67,Other,69,85,Full,6533.000
16178,M,PhD,67,Other,69,86,Full,8104.000
16179,M,PhD,67,Other,69,87,Full,8511.000
16180,M,PhD,67,Other,69,88,Full,9141.000
16181,M,PhD,67,Other,69,89,Full,10356.716
16182,M,PhD,67,Other,69,90,Full,11155.000
16183,M,PhD,67,Other,69,91,Full,12011.000
16184,M,PhD,67,Other,69,92,Full,12718.000
16185,M,PhD,67,Other,69,93,Full,13275.000
16186,M,PhD,67,Other,69,94,Full,13275.000
16187,M,PhD,67,Other,69,95,Full,13998.000
16188,F,PhD,82,Prof,90,90,Full,8262.000
16189,F,PhD,82,Prof,90,91,Full,8402.000
16190,F,PhD,82,Prof,90,92,Full,8646.000
16191,F,PhD,82,Prof,90,93,Full,9025.000
16192,F,PhD,82,Prof,90,94,Full,9025.000
16193,F,PhD,82,Prof,90,95,Full,9833.000
16194,M,PhD,82,Other,87,87,Assist,3559.000
16195,M,PhD,82,Other,87,88,Assist,3559.000
16196,M,PhD,82,Other,87,89,Assoc,4456.000
16197,M,PhD,82,Other,87,90,Assoc,4533.000
16198,M,PhD,82,Other,87,91,Assoc,5022.000
16199,M,PhD,82,Other,87,92,Assoc,5242.000
16200,M,PhD,82,Other,87,93,Assoc,5394.000
16201,M,PhD,82,Other,87,94,Assoc,5394.000
16202,M,PhD,82,Other,87,95,Assoc,5631.000
16203,M,PhD,77,Prof,77,77,Assist,1667.000
16204,M,PhD,77,Prof,77,78,Assist,1904.000
16205,M,PhD,77,Prof,77,79,Assist,2161.000
16206,M,PhD,77,Prof,77,80,Assist,2464.000
16207,M,PhD,77,Prof,77,81,Assist,2758.000
16208,M,PhD,77,Prof,77,82,Assoc,3137.000
16209,M,PhD,77,Prof,77,83,Assoc,3658.000
16210,M,PhD,77,Prof,77,84,Assoc,4234.328
16211,M,PhD,77,Prof,77,85,Assoc,4256.000
16212,M,PhD,77,Prof,77,86,Full,5588.000
16213,M,PhD,77,Prof,77,87,Full,5869.000
16214,M,PhD,77,Prof,77,88,Full,6580.000
16215,M,PhD,77,Prof,77,89,Full,7562.000
16216,M,PhD,77,Prof,77,90,Full,8381.000
16217,M,PhD,77,Prof,77,91,Full,8770.000
16218,M,PhD,77,Prof,77,92,Full,9154.000
16219,M,PhD,77,Prof,77,93,Full,10411.000
16220,M,PhD,77,Prof,77,94,Full,10411.000
16221,M,PhD,77,Prof,77,95,Full,11024.000
16222,F,PhD,84,Other,85,85,Assist,2617.000
16223,F,PhD,84,Other,85,86,Assist,2696.000
16224,F,PhD,84,Other,85,87,Assist,2831.000
16225,F,PhD,84,Other,85,88,Assist,2913.000
16226,F,PhD,84,Other,85,89,Assist,3117.000
16227,F,PhD,84,Other,85,90,Assist,3263.000
16228,F,PhD,84,Other,85,91,Assoc,3827.809
16229,F,PhD,84,Other,85,92,Assoc,4053.000
16230,F,PhD,84,Other,85,93,Assoc,4171.000
16231,F,PhD,84,Other,85,94,Assoc,4171.000
16232,F,PhD,84,Other,85,95,Assoc,4743.000
16233,M,PhD,83,Other,85,85,Assist,2617.000
16234,M,PhD,83,Other,85,86,Assist,2696.000
16235,M,PhD,83,Other,85,87,Assist,2831.000
16236,M,PhD,83,Other,85,88,Assist,2998.000
16237,M,PhD,83,Other,85,89,Assist,3254.000
16238,M,PhD,83,Other,85,90,Assist,3406.000
16239,M,PhD,83,Other,85,91,Assoc,3828.000
16240,M,PhD,83,Other,85,92,Assoc,4171.000
16241,M,PhD,83,Other,85,93,Assoc,4292.000
16242,M,PhD,83,Other,85,94,Assoc,4292.000
16243,M,PhD,83,Other,85,95,Assoc,4743.000
16244,F,PhD,82,Other,88,88,Assist,2596.000
16245,F,PhD,82,Other,88,89,Assist,2857.000
16246,F,PhD,82,Other,88,90,Assist,3034.000
16247,F,PhD,82,Other,88,91,Assist,3410.000
16248,F,PhD,82,Other,88,92,Assoc,4165.000
16249,F,PhD,82,Other,88,93,Assoc,4286.316
16250,F,PhD,82,Other,88,94,Assoc,4286.000
16251,F,PhD,82,Other,88,95,Assoc,4538.000
16252,M,PhD,92,Other,91,91,Assist,3939.000
16253,M,PhD,92,Other,91,92,Assist,3939.000
16254,M,PhD,92,Other,91,93,Assist,4053.000
16255,M,PhD,92,Other,91,94,Assist,4053.000
16256,M,PhD,92,Other,91,95,Assist,4171.000
16257,F,PhD,79,Other,93,93,Assist,4881.000
16258,F,PhD,79,Other,93,94,Assist,4881.000
16259,F,PhD,79,Other,93,95,Assist,5022.000
16260,M,PhD,87,Other,95,95,Assist,3878.000
16261,M,PhD,70,Other,75,76,Assist,1592.000
16262,M,PhD,70,Other,75,77,Assoc,1882.000
16263,M,PhD,70,Other,75,78,Assoc,2019.000
16264,M,PhD,70,Other,75,79,Full,2411.000
16265,M,PhD,70,Other,75,80,Full,2700.000
16266,M,PhD,70,Other,75,81,Full,3322.000
16267,M,PhD,70,Other,75,82,Full,3517.000
16268,M,PhD,70,Other,75,83,Full,4081.000
16269,M,PhD,70,Other,75,84,Full,4389.000
16270,M,PhD,70,Other,75,85,Full,4389.000
16271,M,PhD,70,Other,75,86,Full,4383.000
16272,M,PhD,70,Other,75,87,Full,4974.000
16273,M,PhD,70,Other,75,88,Full,5245.000
16274,M,PhD,70,Other,75,89,Full,6370.000
16275,M,PhD,70,Other,75,90,Full,6862.000
16276,M,PhD,70,Other,75,91,Full,7494.000
16277,M,PhD,70,Other,75,92,Full,6550.000
16278,M,PhD,70,Other,75,93,Full,6878.000
16279,M,PhD,70,Other,75,94,Full,6878.000
16280,M,PhD,70,Other,75,95,Full,7482.000
16281,M,PhD,85,Other,91,91,Assist,3996.000
16282,M,PhD,85,Other,91,92,Assist,4171.000
16283,M,PhD,85,Other,91,93,Assist,4292.000
16284,M,PhD,85,Other,91,94,Assist,4292.000
16285,M,PhD,85,Other,91,95,Assist,4544.000
16286,M,PhD,88,Other,93,93,Assist,3042.000
16287,M,PhD,88,Other,93,94,Assist,3042.000
16288,M,PhD,88,Other,93,95,Assist,3175.000
16289,M,PhD,89,Other,91,91,Assist,3822.630
16290,M,PhD,89,Other,91,92,Assist,3823.000
16291,M,PhD,89,Other,91,93,Assist,3878.000
16292,M,PhD,89,Other,91,94,Assist,3878.000
16293,M,PhD,89,Other,91,95,Assist,3877.924
16294,M,PhD,78,Other,91,91,Full,6135.000
16295,M,PhD,78,Other,91,92,Full,6135.000
16296,M,PhD,78,Other,91,93,Full,6313.000
16297,M,PhD,78,Other,91,94,Full,6313.000
16298,M,PhD,78,Other,91,95,Full,6496.000
16299,F,PhD,87,Prof,90,90,Assist,4731.000
16300,F,PhD,87,Prof,90,91,Assist,4812.000
16301,F,PhD,87,Prof,90,92,Assist,5022.000
16302,F,PhD,87,Prof,90,93,Assist,5168.000
16303,F,PhD,87,Prof,90,94,Assist,5168.000
16304,F,PhD,87,Prof,90,95,Assist,5472.000
16305,M,PhD,90,Prof,95,95,Assist,5472.000
16306,M,PhD,59,Other,72,76,Full,2339.000
16307,M,PhD,59,Other,72,77,Full,2586.000
16308,M,PhD,59,Other,72,78,Full,2800.000
16309,M,PhD,59,Other,72,79,Full,3314.000
16310,M,PhD,59,Other,72,80,Full,3679.104
16311,M,PhD,59,Other,72,81,Full,4000.000
16312,M,PhD,59,Other,72,82,Full,3773.000
16313,M,PhD,59,Other,72,83,Full,4342.000
16314,M,PhD,59,Other,72,84,Full,4442.000
16315,M,PhD,59,Other,72,85,Full,4442.000
16316,M,PhD,59,Other,72,86,Full,4844.000
16317,M,PhD,59,Other,72,87,Full,5087.000
16318,M,PhD,59,Other,72,88,Full,5235.000
16319,M,PhD,59,Other,72,89,Full,5601.000
16320,M,PhD,59,Other,72,90,Full,5863.000
16321,M,PhD,59,Other,72,91,Full,6313.000
16322,M,PhD,59,Other,72,92,Full,6313.000
16323,M,PhD,59,Other,72,93,Full,6404.000
16324,M,PhD,59,Other,72,94,Full,6404.000
16325,M,PhD,59,Other,72,95,Full,6404.000
16326,M,PhD,76,Other,73,76,Assist,1563.000
16327,M,PhD,76,Other,73,77,Assist,1717.000
16328,M,PhD,76,Other,73,78,Assoc,1904.000
16329,M,PhD,76,Other,73,79,Assoc,2079.000
16330,M,PhD,76,Other,73,80,Assoc,2279.104
16331,M,PhD,76,Other,73,81,Assoc,2460.000
16332,M,PhD,76,Other,73,82,Assoc,2460.000
16333,M,PhD,76,Other,73,83,Assoc,2595.000
16334,M,PhD,76,Other,73,84,Assoc,2935.000
16335,M,PhD,76,Other,73,85,Assoc,2935.000
16336,M,PhD,76,Other,73,86,Full,3155.000
16337,M,PhD,76,Other,73,87,Full,3313.000
16338,M,PhD,76,Other,73,88,Full,3877.000
16339,M,PhD,76,Other,73,89,Full,4456.000
16340,M,PhD,76,Other,73,90,Full,4598.000
16341,M,PhD,76,Other,73,91,Full,4676.000
16342,M,PhD,76,Other,73,92,Full,4743.000
16343,M,PhD,76,Other,73,93,Full,4812.000
16344,M,PhD,76,Other,73,94,Full,4812.000
16345,M,PhD,76,Other,73,95,Full,4951.000
16346,M,PhD,73,Other,71,76,Assist,2017.000
16347,M,PhD,73,Other,71,77,Assoc,2239.394
16348,M,PhD,73,Other,71,78,Assoc,2197.000
16349,M,PhD,73,Other,71,79,Assoc,2494.000
16350,M,PhD,73,Other,71,80,Assoc,2986.567
16351,M,PhD,73,Other,71,81,Assoc,3322.000
16352,M,PhD,73,Other,71,82,Assoc,3322.000
16353,M,PhD,73,Other,71,83,Assoc,3928.000
16354,M,PhD,73,Other,71,84,Assoc,4378.000
16355,M,PhD,73,Other,71,85,Assoc,4378.000
16356,M,PhD,73,Other,71,86,Assoc,4914.000
16357,M,PhD,73,Other,71,87,Assoc,5160.000
16358,M,PhD,73,Other,71,88,Assoc,5387.000
16359,M,PhD,73,Other,71,89,Assoc,5931.000
16360,M,PhD,73,Other,71,90,Assoc,6297.000
16361,M,PhD,73,Other,71,91,Assoc,7078.000
16362,M,PhD,73,Other,71,92,Assoc,7388.000
16363,M,PhD,73,Other,71,93,Assoc,7823.000
16364,M,PhD,73,Other,71,94,Assoc,7823.000
16365,M,PhD,73,Other,71,95,Assoc,8140.000
16366,M,PhD,79,Other,80,80,Assist,2471.000
16367,M,PhD,79,Other,80,81,Assist,2798.000
16368,M,PhD,79,Other,80,82,Assist,3369.000
16369,M,PhD,79,Other,80,83,Assist,3710.000
16370,M,PhD,79,Other,80,84,Assist,4135.000
16371,M,PhD,79,Other,80,85,Assoc,4256.000
16372,M,PhD,79,Other,80,86,Assoc,5056.000
16373,M,PhD,79,Other,80,87,Assoc,5310.000
16374,M,PhD,79,Other,80,88,Assoc,5703.000
16375,M,PhD,79,Other,80,89,Assoc,6370.000
16376,M,PhD,79,Other,80,90,Assoc,6764.000
16377,M,PhD,79,Other,80,91,Assoc,7494.000
16378,M,PhD,79,Other,80,92,Assoc,8049.000
16379,M,PhD,79,Other,80,93,Assoc,8523.000
16380,M,PhD,79,Other,80,94,Assoc,8523.000
16381,M,PhD,79,Other,80,95,Assoc,8800.060
16382,M,PhD,58,Other,61,76,Full,2650.000
16383,M,PhD,58,Other,61,77,Full,2951.000
16384,M,PhD,58,Other,61,78,Full,3143.000
16385,M,PhD,58,Other,61,79,Full,3576.000
16386,M,PhD,58,Other,61,80,Full,3837.000
16387,M,PhD,58,Other,61,81,Full,4296.000
16388,M,PhD,58,Other,61,82,Full,4296.000
16389,M,PhD,58,Other,61,83,Full,4598.000
16390,M,PhD,58,Other,61,84,Full,4981.000
16391,M,PhD,58,Other,61,85,Full,4981.000
16392,M,PhD,58,Other,61,86,Full,5129.000
16393,M,PhD,58,Other,61,87,Full,5387.000
16394,M,PhD,58,Other,61,88,Full,5387.000
16395,M,PhD,58,Other,61,89,Full,5601.000
16396,M,PhD,58,Other,61,90,Full,5698.000
16397,M,PhD,58,Other,61,91,Full,5878.000
16398,M,PhD,58,Other,61,92,Full,5962.000
16399,M,PhD,58,Other,61,93,Full,6135.000
16400,M,PhD,58,Other,61,94,Full,6135.000
16401,M,PhD,58,Other,61,95,Full,6135.000
16402,F,PhD,82,Other,87,87,Assist,5222.000
16403,F,PhD,82,Other,87,88,Assist,5222.000
16404,F,PhD,82,Other,87,89,Assoc,6280.000
16405,F,PhD,82,Other,87,90,Assoc,6764.000
16406,F,PhD,82,Other,87,91,Assoc,7078.000
16407,F,PhD,82,Other,87,92,Assoc,7494.000
16408,F,PhD,82,Other,87,93,Assoc,7712.000
16409,F,PhD,82,Other,87,94,Assoc,7712.000
16410,F,PhD,82,Other,87,95,Full,8195.000
16411,M,PhD,74,Other,74,76,Assist,1683.000
16412,M,PhD,74,Other,74,77,Assist,1866.000
16413,M,PhD,74,Other,74,78,Assist,1980.000
16414,M,PhD,74,Other,74,79,Assist,2202.000
16415,M,PhD,74,Other,74,80,Assoc,2420.000
16416,M,PhD,74,Other,74,81,Assoc,2719.000
16417,M,PhD,74,Other,74,82,Assoc,3671.000
16418,M,PhD,74,Other,74,83,Assoc,3985.000
16419,M,PhD,74,Other,74,84,Assoc,4195.000
16420,M,PhD,74,Other,74,85,Assoc,4195.000
16421,M,PhD,74,Other,74,86,Assoc,4321.000
16422,M,PhD,74,Other,74,87,Full,4669.000
16423,M,PhD,74,Other,74,88,Full,4669.000
16424,M,PhD,74,Other,74,89,Full,4996.000
16425,M,PhD,74,Other,74,90,Full,5155.000
16426,M,PhD,74,Other,74,91,Full,5318.000
16427,M,PhD,74,Other,74,92,Full,5394.000
16428,M,PhD,74,Other,74,93,Full,5472.000
16429,M,PhD,74,Other,74,94,Full,5472.000
16430,M,PhD,74,Other,74,95,Full,5712.000
16431,M,PhD,68,Other,68,76,Assoc,1884.000
16432,M,PhD,68,Other,68,77,Assoc,2038.000
16433,M,PhD,68,Other,68,78,Assoc,2120.000
16434,M,PhD,68,Other,68,79,Assoc,2327.000
16435,M,PhD,68,Other,68,80,Assoc,2467.000
16436,M,PhD,68,Other,68,81,Assoc,2680.000
16437,M,PhD,68,Other,68,82,Assoc,2680.000
16438,M,PhD,68,Other,68,83,Assoc,2910.000
16439,M,PhD,68,Other,68,84,Assoc,2977.000
16440,M,PhD,68,Other,68,85,Assoc,2977.000
16441,M,PhD,68,Other,68,86,Assoc,3066.000
16442,M,PhD,68,Other,68,87,Assoc,3220.000
16443,M,PhD,68,Other,68,88,Assoc,3361.000
16444,M,PhD,68,Other,68,89,Assoc,3754.000
16445,M,PhD,68,Other,68,90,Assoc,3873.000
16446,M,PhD,68,Other,68,91,Assoc,3996.000
16447,M,PhD,68,Other,68,92,Assoc,4112.000
16448,M,PhD,68,Other,68,93,Assoc,4171.000
16449,M,PhD,68,Other,68,94,Assoc,4171.000
16450,M,PhD,68,Other,68,95,Assoc,4473.000
16451,F,PhD,79,Other,88,88,Assoc,4347.000
16452,F,PhD,79,Other,88,89,Assoc,4651.000
16453,F,PhD,79,Other,88,90,Assoc,5381.000
16454,F,PhD,79,Other,88,91,Assoc,5962.000
16455,F,PhD,79,Other,88,92,Assoc,6135.000
16456,F,PhD,79,Other,88,93,Full,7823.000
16457,F,PhD,79,Other,88,94,Full,7823.000
16458,F,PhD,79,Other,88,95,Full,8165.000
16459,M,PhD,66,Other,69,76,Assoc,1967.000
16460,M,PhD,66,Other,69,77,Assoc,2125.000
16461,M,PhD,66,Other,69,78,Assoc,2204.478
16462,M,PhD,66,Other,69,79,Assoc,2411.000
16463,M,PhD,66,Other,69,80,Assoc,2555.000
16464,M,PhD,66,Other,69,81,Assoc,2758.000
16465,M,PhD,66,Other,69,82,Assoc,2838.000
16466,M,PhD,66,Other,69,83,Assoc,3081.000
16467,M,PhD,66,Other,69,84,Full,3386.000
16468,M,PhD,66,Other,69,85,Full,3386.000
16469,M,PhD,66,Other,69,86,Full,3692.000
16470,M,PhD,66,Other,69,87,Full,3877.000
16471,M,PhD,66,Other,69,88,Full,3990.000
16472,M,PhD,66,Other,69,89,Full,4456.000
16473,M,PhD,66,Other,69,90,Full,4598.000
16474,M,PhD,66,Other,69,91,Full,4743.000
16475,M,PhD,66,Other,69,92,Full,4881.000
16476,M,PhD,66,Other,69,93,Full,4951.000
16477,M,PhD,66,Other,69,94,Full,4951.000
16478,M,PhD,66,Other,69,95,Full,5168.000
16479,M,PhD,69,Other,69,76,Assoc,1875.000
16480,M,PhD,69,Other,69,77,Assoc,2116.000
16481,M,PhD,69,Other,69,78,Assoc,2220.000
16482,M,PhD,69,Other,69,79,Assoc,2441.791
16483,M,PhD,69,Other,69,80,Assoc,2638.000
16484,M,PhD,69,Other,69,81,Assoc,2879.000
16485,M,PhD,69,Other,69,82,Assoc,2879.000
16486,M,PhD,69,Other,69,83,Assoc,3037.000
16487,M,PhD,69,Other,69,84,Assoc,3107.000
16488,M,PhD,69,Other,69,85,Assoc,3107.000
16489,M,PhD,69,Other,69,86,Assoc,3200.000
16490,M,PhD,69,Other,69,87,Assoc,3361.000
16491,M,PhD,69,Other,69,88,Assoc,3361.000
16492,M,PhD,69,Other,69,89,Assoc,3596.000
16493,M,PhD,69,Other,69,90,Assoc,3711.000
16494,M,PhD,69,Other,69,91,Assoc,3883.000
16495,M,PhD,69,Other,69,92,Assoc,3996.000
16496,M,PhD,69,Other,69,93,Assoc,4112.000
16497,M,PhD,69,Other,69,94,Assoc,4112.000
16498,M,PhD,69,Other,69,95,Assoc,4416.000
16499,M,PhD,73,Other,87,87,Full,3873.000
16500,M,PhD,73,Other,87,88,Full,4101.000
16501,M,PhD,73,Other,87,89,Full,4264.000
16502,M,PhD,73,Other,87,90,Full,4463.000
16503,M,PhD,73,Other,87,91,Full,4737.000
16504,M,PhD,73,Other,87,92,Full,4921.000
16505,M,PhD,73,Other,87,93,Full,5088.000
16506,M,PhD,73,Other,87,94,Full,5088.000
16507,M,PhD,73,Other,87,95,Full,5292.000
16508,M,PhD,90,Other,90,90,Assist,3078.000
16509,M,PhD,90,Other,90,91,Assist,3130.000
16510,M,PhD,90,Other,90,92,Assist,3509.000
16511,M,PhD,90,Other,90,93,Assist,3934.000
16512,M,PhD,90,Other,90,94,Assist,3934.000
16513,M,PhD,90,Other,90,95,Assist,4048.000
16514,M,PhD,89,Arts,89,89,Assist,3029.000
16515,M,PhD,89,Arts,89,90,Assist,3081.000
16516,M,PhD,89,Arts,89,91,Assist,3366.000
16517,M,PhD,89,Arts,89,92,Assist,3513.000
16518,M,PhD,89,Arts,89,93,Assist,3667.000
16519,M,PhD,89,Arts,89,94,Assoc,3939.000
16520,M,PhD,89,Arts,89,95,Assoc,4544.000
16521,F,PhD,77,Arts,79,79,Assist,1667.000
16522,F,PhD,77,Arts,79,80,Assist,1795.000
16523,F,PhD,77,Arts,79,82,Assist,2072.000
16524,F,PhD,77,Arts,79,83,Assist,2282.000
16525,F,PhD,77,Arts,79,84,Assist,2544.000
16526,F,PhD,77,Arts,79,85,Assoc,2617.000
16527,F,PhD,77,Arts,79,86,Assoc,2696.000
16528,F,PhD,77,Arts,79,87,Assoc,2831.000
16529,F,PhD,77,Arts,79,88,Assoc,3266.000
16530,F,PhD,77,Arts,79,89,Assoc,3596.000
16531,F,PhD,77,Arts,79,90,Assoc,3764.000
16532,F,PhD,77,Arts,79,91,Full,4544.000
16533,F,PhD,77,Arts,79,92,Full,4881.000
16534,F,PhD,77,Arts,79,93,Full,5022.000
16535,F,PhD,77,Arts,79,94,Full,5022.000
16536,F,PhD,77,Arts,79,95,Full,5242.000
16537,F,PhD,76,Arts,87,87,Assist,3361.000
16538,F,PhD,76,Arts,87,88,Assist,3361.000
16539,F,PhD,76,Arts,87,89,Assoc,3700.000
16540,F,PhD,76,Arts,87,90,Assoc,3986.000
16541,F,PhD,76,Arts,87,91,Full,4544.000
16542,F,PhD,76,Arts,87,92,Full,4881.000
16543,F,PhD,76,Arts,87,93,Full,5095.000
16544,F,PhD,76,Arts,87,94,Full,5794.000
16545,F,PhD,76,Arts,87,95,Full,6223.000
16546,M,PhD,87,Other,94,94,Assoc,4604.000
16547,M,PhD,87,Other,94,95,Assoc,4737.000
16548,F,PhD,84,Other,90,90,Assist,3217.000
16549,F,PhD,84,Other,90,91,Assist,3217.000
16550,F,PhD,84,Other,90,92,Assist,3938.000
16551,F,PhD,84,Other,90,93,Assoc,4106.000
16552,F,PhD,84,Other,90,94,Assoc,4106.000
16553,F,PhD,84,Other,90,95,Assoc,4348.000
16554,F,PhD,87,Other,87,87,Assist,3458.000
16555,F,PhD,87,Other,87,88,Assist,3508.000
16556,F,PhD,87,Other,87,89,Assist,3808.000
16557,F,PhD,87,Other,87,90,Assist,4043.000
16558,F,PhD,87,Other,87,91,Assist,4353.000
16559,F,PhD,87,Other,87,92,Assist,4610.000
16560,F,PhD,87,Other,87,93,Assoc,5318.000
16561,F,PhD,87,Other,87,94,Assoc,5022.000
16562,F,PhD,87,Other,87,95,Assoc,5318.000
16563,M,PhD,72,Other,70,76,Assoc,2303.000
16564,M,PhD,72,Other,70,77,Assoc,2591.045
16565,M,PhD,72,Other,70,78,Assoc,2768.000
16566,M,PhD,72,Other,70,79,Assoc,3109.000
16567,M,PhD,72,Other,70,80,Assoc,3334.000
16568,M,PhD,72,Other,70,81,Assoc,3723.000
16569,M,PhD,72,Other,70,82,Assoc,3943.000
16570,M,PhD,72,Other,70,83,Assoc,4160.000
16571,M,PhD,72,Other,70,84,Assoc,4505.000
16572,M,PhD,72,Other,70,85,Assoc,4505.000
16573,M,PhD,72,Other,70,86,Assoc,4641.000
16574,M,PhD,72,Other,70,87,Assoc,4874.000
16575,M,PhD,72,Other,70,88,Assoc,4944.000
16576,M,PhD,72,Other,70,89,Assoc,5215.000
16577,M,PhD,72,Other,70,90,Assoc,5458.000
16578,M,PhD,72,Other,70,91,Assoc,5794.000
